ต้องเช็ค,รุ่น,หมวด,ชื่อรายการ,รหัส (คิดราคา),รหัสอื่นตามสี,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัส (ใบตัด),จำนวนในใบตัด,หน่วยในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ลูกเบี้ยวล็อค,JR00486,,17,ตัว,2,34,40×40 1 บาน,JR00486,2,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,สปิงก็อท,JR00592,,12,ตัว,4,48,40×40 1 บาน,JR00592,4,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ฉากประคองมุม,JR00267,,1.5,ตัว,8,12,40×40 1 บาน,JR00267,8,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,"น็อตเฟรม 1""",JR00864,,1,ตัว,8,8,40×40 1 บาน,JR00864,8,ตัว,ตรง,JR_FUJI_บานเปิดบานกระทุ้ง_1
🔴 ต้องแก้,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ยางอัดกระจก,JR00770,,11,ม.,1.6,17.6,40×40 1 บาน,JR00770,3.2,เมตร,จำนวนต่าง,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานกระทุ้ง,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,1,90,40×40 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
🟠 ต้องเติม,บานกระทุ้ง,มีแต่ในใบตัด (อลู),เฟรม ล่าง,F7939,,,ชิ้น,,,40×40 1 บาน,F7939,1,ชิ้น,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
🟠 ต้องเติม,บานกระทุ้ง,มีแต่ในใบตัด (อลู),เสา,F7943,,,ชิ้น,,,40×40 1 บาน,F7943,4,ชิ้น,คิดราคาไม่มีรายการนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
— ไม่ต้องทำ,บานกระทุ้ง,อลูมิเนียม (ไม่ได้ใช้),เปิดกลาง F7945c,F7945C,,775,,0,0,40×40 1 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_FUJI_บานเปิดบานกระทุ้ง_1
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24001 เฟรมบน,B24001,,2186.8,เส้น,1,2186.8,180×280 2 บาน,B24001,1,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24002 บังใบบน,B24002,,332.5,เส้น,1,332.5,180×280 2 บาน,B24002,1,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24003 เฟรมล่าง (ธรณี),B24003,,1511.5,เส้น,1,1511.5,180×280 2 บาน,B24003,1,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24004 ตัวตับธรณี,B24004,,592.2,เส้น,1,592.2,180×280 2 บาน,B24004,1,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24005 เฟรมข้าง,B24005,,1039,เส้น,2,1039,180×280 2 บาน,B24005,2,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24006 บังใบข้าง,B24006,,291,เส้น,2,291,180×280 2 บาน,B24006,2,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24007 ขวางบน+ล่าง + B24007 เสา + B24007 เสากุญแจ,B24007,,1257,เส้น,8,5028,180×280 2 บาน,B24007,8,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อลูมิเนียม,B24008 คิ้วตบกระจก แนวนอน + B24008 คิ้วตบกระจก แนวตั้ง,B24008,,275.3,เส้น,8,825.9,180×280 2 บาน,B24008,8,ชิ้น,ตรง,JR_เฟี้ยม_SMS_รวม
— ไม่ต้องทำ,บานเฟี้ยม,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,5.04,1330.56,180×280 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
🔴 ต้องแก้,บานเฟี้ยม,อุปกรณ์/สิ้นเปลือง,ยาง,JR00804,,11,ม.,14.8,162.8,180×280 2 บาน,JR00804,9.2,ม.,จำนวนต่าง,JR_เฟี้ยม_SMS_รวม
— ไม่ต้องทำ,บานเฟี้ยม,อุปกรณ์/สิ้นเปลือง,อุปกรณ์เฟี้ยม (ชุด),,,1,ชุด,5230,5230,180×280 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานเฟี้ยม,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,180×280 2 บาน,JR00504,2,หลอด,ตรง,JR_เฟี้ยม_SMS_รวม
🟠 ต้องเติม,บานเฟี้ยม,มีแต่ในใบตัด,ชุดบานพับ (ระดับเดียว),JR00610,,,ชุด,,,180×280 2 บาน,JR00610,1,ชุด,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
🟠 ต้องเติม,บานเฟี้ยม,มีแต่ในใบตัด,ล้อแขวนบานตาย ซ้าย,JR00612,,,ชุด,,,180×280 2 บาน,JR00612,1,ชุด,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
🟠 ต้องเติม,บานเฟี้ยม,มีแต่ในใบตัด,ล้อแขวนปลาย ขวา,JR00615,,,ชุด,,,180×280 2 บาน,JR00615,1,ชุด,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
🟠 ต้องเติม,บานเฟี้ยม,มีแต่ในใบตัด,ชุดสลักล็อค (Twin Bolt · 05-014),JR00563,,,ชุด,,,180×280 2 บาน,JR00563,1,ชุด,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
🟠 ต้องเติม,บานเฟี้ยม,มีแต่ในใบตัด,ยางกรอบบาน (วน 2 รอบ/บาน),JR00805,,,ม.,,,180×280 2 บาน,JR00805,28.6,ม.,คิดราคาไม่มีรายการนี้,JR_เฟี้ยม_SMS_รวม
— ไม่ต้องทำ,บานเฟี้ยม,อลูมิเนียม (ไม่ได้ใช้),B24009 บังใบ (บานสวิง),B24009,,325,,0,0,180×280 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_เฟี้ยม_SMS_รวม
✓ ผ่าน,บานติดตาย,อลูมิเนียม,กล่อง 1.6×3 — ตั้ง + กล่อง 1.6×3 — นอน,"กล่อง 1.6""x3""",,1240,เส้น,4,2480,150×200 1 บาน,"กล่อง 1.6""X3""",4,ชิ้น,ตรง,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อลูมิเนียม,9014 คัลเทิลวอล — ตั้ง + 9014 คัลเทิลวอล — นอน,9014,,380,เส้น,4,760,150×200 1 บาน,9014,4,ชิ้น,ตรง,JR_บานติดตาย
— ไม่ต้องทำ,บานติดตาย,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,3,792,150×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อุปกรณ์/สิ้นเปลือง,ฉากเข้ามุม (4 มุม/ช่อง),JR00557,,5,มุม,4,20,150×200 1 บาน,JR00557,4,ตัว,ตรง,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อุปกรณ์/สิ้นเปลือง,เทปนอร์ตัน (หนุนกระจก),JR02937,,10,ม.,7,70,150×200 1 บาน,JR02937,7,ม.,ตรง,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อุปกรณ์/สิ้นเปลือง,ซิลิโคน ใน+นอก,JR00504,,90,หลอด,2,180,150×200 1 บาน,JR00504,2,หลอด,ตรง,JR_บานติดตาย
— ไม่ต้องทำ,บานเลื่อนรางบน,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,8.64,2280.96,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,รางบน Hafele,,,2010,เส้น,4,8040,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ล้อรางบน Hafele 100kg,JR00544,,1170,กล่อง,2,2340,360×240 2 บาน,JR00544,2,กล่อง,ตรง,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"เสารับ 1""x4""",,,905,เส้น,1,905,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"คานรับราง 1.6""x4""",,,1220,เส้น,2,2440,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,กรอบบาน เสากุญแจ 20051,JR00256,,885,เส้น,3,2655,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ชนกลางรับบาน,,,300,ท่อน,1,300,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"ฉาก 4"" ปิดราง",,,280,ท่อน,4,1120,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🔴 ต้องแก้,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,มือจับ Align,JR00378,,99,ตัว,4,396,360×240 2 บาน,JR00378,2,ชุด,จำนวนต่าง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,แกนมือจับ A,JR00478,,18,อัน,4,72,360×240 2 บาน,JR00478,4,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,แกนมือจับ B,JR00479,,18,อัน,2,36,360×240 2 บาน,JR00479,2,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ปลายมือจับ ดำ,JR00476,,30,อัน,4,120,360×240 2 บาน,JR00476,4,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ตัวที เงิน,JR00475,,30,อัน,2,60,360×240 2 บาน,JR00475,2,อัน,ตรง,JR_รางบนเฟรมปกติ_1
✓ ผ่าน,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ก้ามปูรับล็อค,JR00477,,9,อัน,4,36,360×240 2 บาน,JR00477,4,อัน,ตรง,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ชุดล็อค,JR00246,,189,ชุด,2,378,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่ต้องทำ,บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,360×240 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ กุญแจ (Align),JR00377,,,ชุด,,,360×240 2 บาน,JR00377,1,ชุด,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),JR00379,,,ชุด,,,360×240 2 บาน,JR00379,1,ชุด,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,"น็อตประกอบบาน 1""",JR00864,,,ตัว,,,360×240 2 บาน,JR00864,8,ตัว,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด,ไกด์ดำ,JR00558,,,ตัว,,,360×240 2 บาน,JR00558,2,ตัว,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด (อลู),คานรับราง,"กล่อง 2""X4""",,,ชิ้น,,,360×240 2 บาน,"กล่อง 2""X4""",1,ชิ้น,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด (อลู),เสากุญแจ B20051 (SMS·ตั้ง),B20051,,,ชิ้น,,,360×240 2 บาน,B20051,2,ชิ้น,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด (อลู),เสาเกี่ยว B20009 (SMS·ตั้ง),B20009,,,ชิ้น,,,360×240 2 บาน,B20009,2,ชิ้น,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
🟠 ต้องเติม,บานเลื่อนรางบน,มีแต่ในใบตัด (อลู),ขวางบน/ล่าง B20054 (SMS·นอน),B20054,,,ชิ้น,,,360×240 2 บาน,B20054,4,ชิ้น,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,เฟรมบน E-01,E-01,,2235,เส้น,1,2723.91,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,เฟรมล่างกันน้ำ E-03,E-03,,2152,เส้น,1,2622.75,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,เฟรมข้าง E-02C,E-02C,,1995,เส้น,2,2431.41,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,ถาดลองน้ำ E-03B,E-03B,,742,เส้น,1,742,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,เสากุญแจสลิม E-04e,E-04E,,1080,เส้น,2,1316.25,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,เสาเกี่ยวสลิม E-05e,E-05E,,1072,เส้น,4,2613,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อลูมิเนียม,ขวางบน/ล่าง E-07e,E-07E,,1162,เส้น,6,2832.38,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,18.6,4910.4,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ล้อ ehr-80 (2/บานเลื่อน),,,135,ลูก,6,810,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ล็อคก้นหอย,JR00456,,100,ตัว,2,200,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,สักหลาด,JR00242,,1.5,ม.,96,144,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,น็อต,JR00226,,1,ตัว,20,20,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่มีใบตัด,บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,3,270,600×300 3 บาน,,,,ยังไม่ผูกไฟล์,
— ไม่ต้องทำ,บานเลื่อน E-series,อลูมิเนียม (ไม่ได้ใช้),ตบปิดเฟรมบน E-01A,E-01A,,270,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,
— ไม่ต้องทำ,บานเลื่อน E-series,อลูมิเนียม (ไม่ได้ใช้),ตบธรณีเฟรมล่าง E-03C,E-03C,,450,,0,0,600×300 3 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,
✓ ผ่าน,Velora บานเปิด,อลูมิเนียม,วงกบบน + วงกบข้าง,JR02885,,768,เส้น,3,1536,220×200 1 บาน,JR02885,3,ชิ้น,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อลูมิเนียม,กรอบบาน แนวนอน + กรอบบาน แนวตั้ง,JR02886,,720,เส้น,4,1440,220×200 1 บาน,JR02886,4,ชิ้น,ตรง,JR_Velora_บานเปิด
— ไม่ต้องทำ,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 12.92กก.),,,100,กก.,12.92,1292.4,220×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
— ไม่ต้องทำ,Velora บานเปิด,กระจก,กระจก เทมเปอร์ใส 6มม.,,,403,ตร.ม.,4.4,1773.2,220×200 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,บานพับ (4 ตัว/บาน),JR00561,JR00560,110,ตัว,4,440,220×200 1 บาน,JR00561,4,ตัว,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,มือจับ,JR00355,JR00356,450,ชุด,1,450,220×200 1 บาน,JR00355,1,ชุด,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,,90,หลอด,2,180,220×200 1 บาน,JR00504,2,หลอด,ตรง,JR_Velora_บานเปิด
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,"คาน (กล่อง 1""x4"")","กล่อง 1""x4""",,1400,เส้น,1,426.56,150×200 2 บาน,"กล่อง 1""X4""",1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,ชนกลางบานเลื่อน B20046,B20046,,249.3,เส้น,1,97.99,150×200 2 บาน,B20046,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,วงกบ 3 ด้าน F7859,F7859,,1049.1,เส้น,1,1172.04,150×200 2 บาน,F7859,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,ธรณี F7938B,F7938B,,1530,เส้น,1,466.17,150×200 2 บาน,F7938B,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,ตบธรณี F7960,F7960,,571.5,เส้น,1,174.13,150×200 2 บาน,F7960,1,ชิ้น,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเปิด เมืองทอง (สูง) F7864 + กรอบบานเปิด เมืองทอง (กว้าง) F7864,F7864,,1995,เส้น,4,2142.07,150×200 2 บาน,F7864,4,ชิ้น,ตรง,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเลื่อน sms (สูง),,,1995,เส้น,2,1517.2,150×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเลื่อน sms (กว้าง),,,1995,เส้น,2,525.18,150×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อลูมิเนียม,คิ้วกระจก F7935 (เปิด สูง) + คิ้วกระจก F7935 (เปิด กว้าง) + คิ้วกระจก F7935 (เลื่อน สูง) + คิ้วกระจก F7935 (เลื่อน กว้าง),F7935,,453.3,เส้น,8,950.78,150×200 2 บาน,F7935,8,ชิ้น,ตรง,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,3,792,150×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,บานพับไม่บาก (hyda),JR00473,,117,ตัว,4,468,150×200 2 บาน,JR00473,4,ตัว,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ล้อรางบน Hafele + ซอฟโค้ด (ชุด),JR00544,,1170,ชุด,1,1170,150×200 2 บาน,JR00544,1,กล่อง,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ Align SMS (2/บาน),JR00378,,198,บาน,2,396,150×200 2 บาน,JR00378,2,ชุด,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,แกนมือจับ A,JR00478,,18,อัน,4,72,150×200 2 บาน,JR00478,4,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,แกนมือจับ B,JR00479,,18,อัน,2,36,150×200 2 บาน,JR00479,2,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ปลายมือจับ ดำ,JR00476,,30,อัน,4,120,150×200 2 บาน,JR00476,4,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ตัวที เงิน,JR00475,,30,อัน,2,60,150×200 2 บาน,JR00475,2,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ก้ามปูรับล็อค,JR00477,,9,อัน,4,36,150×200 2 บาน,JR00477,4,อัน,ตรง,JR_PCDoor
✓ ผ่าน,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,กลอนบานลอง (รวมปลายกลอน),JR00630,,450,ชุด,1,450,150×200 2 บาน,JR00630,1,อัน,ตรง,JR_PCDoor
🔴 ต้องแก้,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,น็อตเฟรม,JR00864,,1,ตัว,8,8,150×200 2 บาน,JR00864,4,ตัว,จำนวนต่าง,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ยาง,JR00244,,11,ม.,14,154,150×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ซิลิโคน ใน+นอก,JR00504,,90,หลอด,2,180,150×200 2 บาน,,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด,มือจับ กุญแจ (Align),JR00377,,,ชุด,,,150×200 2 บาน,JR00377,1,ชุด,คิดราคาไม่มีรายการนี้,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),JR00379,,,ชุด,,,150×200 2 บาน,JR00379,1,ชุด,คิดราคาไม่มีรายการนี้,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด,หัวต่อราง,,,,อัน,,,150×200 2 บาน,—,1,อัน,คิดราคาไม่มีรายการนี้,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด,ฝาครอบราง,,,,เส้น,,,150×200 2 บาน,—,2,เส้น,คิดราคาไม่มีรายการนี้,JR_PCDoor
🟠 ต้องเติม,ประตูบานเปิด PC Door,มีแต่ในใบตัด,ปลายกลอน,JR00598,,,อัน,,,150×200 2 บาน,JR00598,1,อัน,คิดราคาไม่มีรายการนี้,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,อลูมิเนียม (ไม่ได้ใช้),เสริมใต้บาน F7863,F7863,,435,,0,0,150×200 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_PCDoor
— ไม่ต้องทำ,ประตูบานเปิด PC Door,อลูมิเนียม (ไม่ได้ใช้),เสารับล็อกเปิดกลาง F7945C,F7945C,,775,,0,0,150×200 2 บาน,,,,ไม่ได้ใช้ที่ขนาดนี้,JR_PCDoor
🔴 ต้องแก้,บานยก,อลูมิเนียม,กล่องร่องมีสกรู,B28015,,995,เส้น,1,202.11,100×150 1 บาน,B28015,2,ชิ้น,จำนวนต่าง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เฟรมบน,B28009,,1000,เส้น,1,203.13,100×150 1 บาน,B28009,1,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,อแดปเตอร์บน,B28010,,395,เส้น,1,80.23,100×150 1 บาน,B28010,1,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เฟรมล่าง,B28014,,840,เส้น,1,170.63,100×150 1 บาน,B28014,1,ชิ้น,ตรง,JR_บานยก_ฟูจิ
🔴 ต้องแก้,บานยก,อลูมิเนียม,อแดปเตอร์รูสกรู,B28012,,60,เส้น,1,12.19,100×150 1 บาน,B28012,2,ชิ้น,จำนวนต่าง,JR_บานยก_ฟูจิ
🔴 ต้องแก้,บานยก,อลูมิเนียม,กรอบบาน (รอบบาน × 2 บาน),B28011,,600,เส้น,2,853.13,100×150 1 บาน,B28011,8,ชิ้น,จำนวนต่าง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,เสาเกี่ยว/ตบเกี่ยว (แนวนอน 2 ท่อน),B28013,,195,เส้น,2,79.22,100×150 1 บาน,B28013,2,ชิ้น,ตรง,JR_บานยก_ฟูจิ
✓ ผ่าน,บานยก,อลูมิเนียม,รางข้าง/เฟรมข้าง (2 ท่อน สูงเท่าช่อง),B10004,,1175,เส้น,2,716.02,100×150 1 บาน,B10004,2,ชิ้น,ตรง,JR_บานยก_ฟูจิ
— ไม่ต้องทำ,บานยก,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,1.5,396,100×150 1 บาน,,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
