รุ่น,หมวด,ชื่อรายการ,รหัสสโตร์,มีรหัสไหม,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัสในใบตัด,จำนวนในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ล้อรางบน Hafele 100kg,JR00544,มี,1170,กล่อง,2,2340,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"เสารับ 1""x4""",,ยังไม่มี,905,เส้น,1,905,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"คานรับราง 1.6""x4""",,ยังไม่มี,1220,เส้น,2,2440,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,กรอบบาน เสากุญแจ 20051,JR00256,มี,885,เส้น,3,2655,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ชนกลางรับบาน,,ยังไม่มี,300,ท่อน,1,300,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,"ฉาก 4"" ปิดราง",,ยังไม่มี,280,ท่อน,4,1120,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,มือจับ Align,JR00378,มี,99,ตัว,4,396,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ชุดล็อค,JR00246,มี,189,ชุด,2,378,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,2,180,360×240 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ กุญแจ (Align),,ยังไม่มี,,ชุด,,,360×240 2 บาน,JR00377,1,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ ล็อค (Align),,ยังไม่มี,,ชุด,,,360×240 2 บาน,JR00378,2,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),,ยังไม่มี,,ชุด,,,360×240 2 บาน,JR00379,1,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,แกนมือจับ A,,ยังไม่มี,,อัน,,,360×240 2 บาน,JR00478,4,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,แกนมือจับ B,,ยังไม่มี,,อัน,,,360×240 2 บาน,JR00479,2,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,ปลายมือจับ ดำ,,ยังไม่มี,,อัน,,,360×240 2 บาน,JR00476,4,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,ตัวที เงิน,,ยังไม่มี,,อัน,,,360×240 2 บาน,JR00475,2,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,ก้ามปูรับล็อค,,ยังไม่มี,,อัน,,,360×240 2 บาน,JR00477,4,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,"น็อตประกอบบาน 1""",,ยังไม่มี,,ตัว,,,360×240 2 บาน,JR00864,8,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อนรางบน,มีแต่ในใบตัด,ไกด์ดำ,,ยังไม่มี,,ตัว,,,360×240 2 บาน,JR00558,2,คิดราคาไม่มีรายการนี้,JR_รางบนเฟรมปกติ_1
บานเลื่อน E-series,อลูมิเนียม,เฟรมบน E-01,E-01,มี,2235,เส้น,1.21875,2723.91,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อลูมิเนียม,เฟรมล่างกันน้ำ E-03,E-03,มี,2152,เส้น,1.21875,2622.75,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อลูมิเนียม,เฟรมข้าง E-02C,E-02C,มี,1995,เส้น,1.21875,2431.41,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อลูมิเนียม,ถาดลองน้ำ E-03B,E-03B,มี,742,เส้น,1,742,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อลูมิเนียม,เสากุญแจสลิม E-04e,E-04E,มี,1080,เส้น,1.21875,1316.25,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อลูมิเนียม,เสาเกี่ยวสลิม E-05e,E-05E,มี,1072,เส้น,2.4375,2613,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อลูมิเนียม,ขวางบน/ล่าง E-07e,E-07E,มี,1162,เส้น,2.4375,2832.38,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,18.6,4910.4,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ล้อ ehr-80 (2/บานเลื่อน),,ยังไม่มี,135,ลูก,6,810,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ล็อคก้นหอย,JR00456,มี,100,ตัว,2,200,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,สักหลาด,JR00242,มี,1.5,ม.,96,144,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,น็อต,JR00226,มี,1,ตัว,20,20,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
บานเลื่อน E-series,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,3,270,600×300 3 บาน,,,ยังไม่ผูกไฟล์,
Velora บานเปิด,อลูมิเนียม,วงกบบน,JR02885,มี,768,เส้น,1,768,220×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
Velora บานเปิด,อลูมิเนียม,วงกบข้าง,JR02885,มี,768,เส้น,1,768,220×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
Velora บานเปิด,อลูมิเนียม,กรอบบาน แนวนอน,JR02886,มี,720,เส้น,1,720,220×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
Velora บานเปิด,อลูมิเนียม,กรอบบาน แนวตั้ง,JR02886,มี,720,เส้น,1,720,220×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ค่าอบสี (อบขาว/ดำ 100/กก. × 12.92กก.),,ยังไม่มี,100,กก.,12.92,1292.4,220×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
Velora บานเปิด,กระจก,กระจก เทมเปอร์ใส 6มม.,,ยังไม่มี,403,ตร.ม.,4.4,1773.2,220×200 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_Velora_บานเปิด
Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,บานพับ (4 ตัว/บาน),JR00561,มี,110,ตัว,4,440,220×200 1 บาน,JR00561,4,ตรง,JR_Velora_บานเปิด
Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,มือจับ,JR00355,มี,450,ชุด,1,450,220×200 1 บาน,JR00355,1,ตรง,JR_Velora_บานเปิด
Velora บานเปิด,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,2,180,220×200 1 บาน,JR00504,2,ตรง,JR_Velora_บานเปิด
ประตูบานเปิด PC Door,อลูมิเนียม,"คาน (กล่อง 1""x4"")","กล่อง 1""x4""",มี,1400,เส้น,0.3046875,426.56,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,ชนกลางบานเลื่อน B20046,B20046,มี,249.3,เส้น,0.39304687499999996,97.99,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,วงกบ 3 ด้าน F7859,F7859,มี,1049.1,เส้น,1.1171875,1172.04,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,ธรณี F7938B,F7938B,มี,1530,เส้น,0.3046875,466.17,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,ตบธรณี F7960,F7960,มี,571.5,เส้น,0.3046875,174.13,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเปิด เมืองทอง (สูง) F7864,F7864,มี,1995,เส้น,0.77675,1549.62,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเปิด เมืองทอง (กว้าง) F7864,F7864,มี,1995,เส้น,0.29696875,592.45,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเลื่อน sms (สูง),,ยังไม่มี,1995,เส้น,0.7605,1517.2,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,กรอบบานเลื่อน sms (กว้าง),,ยังไม่มี,1995,เส้น,0.26325,525.18,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,คิ้วกระจก F7935 (เปิด สูง),F7935,มี,453.3,เส้น,0.77675,352.1,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,คิ้วกระจก F7935 (เปิด กว้าง),F7935,มี,453.3,เส้น,0.29696875,134.62,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,คิ้วกระจก F7935 (เลื่อน สูง),F7935,มี,453.3,เส้น,0.7605,344.73,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อลูมิเนียม,คิ้วกระจก F7935 (เลื่อน กว้าง),F7935,มี,453.3,เส้น,0.26325,119.33,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,3,792,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,บานพับไม่บาก (hyda),JR00473,มี,117,ตัว,4,468,150×200 2 บาน,JR00473,4,ตรง,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ล้อรางบน Hafele + ซอฟโค้ด (ชุด),JR00544,มี,1170,ชุด,1,1170,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,มือจับ Align SMS (2/บาน),JR00378,มี,198,บาน,2,396,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,กลอนบานลอง (รวมปลายกลอน),JR00630,มี,450,ชุด,1,450,150×200 2 บาน,JR00630,1,ตรง,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,น็อตเฟรม,JR00864,มี,1,ตัว,8,8,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ยาง,JR00244,มี,11,ม.,14,154,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,อุปกรณ์/สิ้นเปลือง,ซิลิโคน ใน+นอก,JR00504,มี,90,หลอด,2,180,150×200 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,ล้อรางบน Hafele 100kg,,ยังไม่มี,,กล่อง,,,150×200 2 บาน,JR00544,1,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,มือจับ กุญแจ (Align),,ยังไม่มี,,ชุด,,,150×200 2 บาน,JR00377,1,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,มือจับ ล็อค (Align),,ยังไม่มี,,ชุด,,,150×200 2 บาน,JR00378,2,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,มือจับ ดัมมี่ (Align),,ยังไม่มี,,ชุด,,,150×200 2 บาน,JR00379,1,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,แกนมือจับ A,,ยังไม่มี,,อัน,,,150×200 2 บาน,JR00478,4,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,แกนมือจับ B,,ยังไม่มี,,อัน,,,150×200 2 บาน,JR00479,2,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,ปลายมือจับ ดำ,,ยังไม่มี,,อัน,,,150×200 2 บาน,JR00476,4,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,ตัวที เงิน,,ยังไม่มี,,อัน,,,150×200 2 บาน,JR00475,2,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,ก้ามปูรับล็อค,,ยังไม่มี,,อัน,,,150×200 2 บาน,JR00477,4,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,"น็อตประกอบบาน 1""",,ยังไม่มี,,ตัว,,,150×200 2 บาน,JR00864,4,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,หัวต่อราง,,ยังไม่มี,,อัน,,,150×200 2 บาน,—,1,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,ฝาครอบราง,,ยังไม่มี,,เส้น,,,150×200 2 บาน,—,2,คิดราคาไม่มีรายการนี้,JR_PCDoor
ประตูบานเปิด PC Door,มีแต่ในใบตัด,ปลายกลอน,,ยังไม่มี,,อัน,,,150×200 2 บาน,JR00598,1,คิดราคาไม่มีรายการนี้,JR_PCDoor
บานยก,อลูมิเนียม,กล่องร่องมีสกรู,B28015,มี,995,เส้น,0.203125,202.11,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,เฟรมบน,B28009,มี,1000,เส้น,0.203125,203.13,100×150 1 บาน,—,1,ใบตัดไม่ให้รหัส,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,อแดปเตอร์บน,B28010,มี,395,เส้น,0.203125,80.23,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,เฟรมล่าง,B28014,มี,840,เส้น,0.203125,170.63,100×150 1 บาน,—,1,ใบตัดไม่ให้รหัส,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,อแดปเตอร์รูสกรู,B28012,มี,60,เส้น,0.203125,12.19,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,กรอบบาน (รอบบาน × 2 บาน),B28011,มี,600,เส้น,1.421875,853.13,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,เสาเกี่ยว/ตบเกี่ยว (แนวนอน 2 ท่อน),B28013,มี,195,เส้น,0.40625,79.22,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อลูมิเนียม,รางข้าง/เฟรมข้าง (2 ท่อน สูงเท่าช่อง),B10004,มี,1175,เส้น,0.609375,716.02,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,1.5,396,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,กล่องอุปกรณ์,,ยังไม่มี,1350,ชุด,1,1350,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,มือจับ,,ยังไม่มี,60,ตัว,1,60,100×150 1 บาน,—,1,คิดราคายังไม่มีรหัส,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,ล๊อคกลาง,,ยังไม่มี,70,ตัว,1,70,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,คอยสปริง,,ยังไม่มี,160,ตัว,2,320,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,ฝาปิดฝุ่น,,ยังไม่มี,10,ตัว,2,20,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,ตลับตะขอเกี่ยว,,ยังไม่มี,130,ตัว,4,520,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,กิ๊ปล็อค,,ยังไม่มี,20,ตัว,4,80,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,กล่องใส่สปริง,,ยังไม่มี,30,ตัว,2,60,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,อุปกรณ์/สิ้นเปลือง,ซิลิโคน,JR00504,มี,90,หลอด,1,90,100×150 1 บาน,,,ใบตัดไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ไกด์ประคองกรอบบาน (06-003),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,4,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ตะขอเกี่ยวตลับเชือก (06-002),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,4,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ตลับล้อพูเล่ย์ (06-004),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,2,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ตลับใส่เชือก clutch (06-001),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,4,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,เชือกไนล่อน 6มม. ดำ (06-007),,ยังไม่มี,,M,,,100×150 1 บาน,—,4.163,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ฝาปิดมุมกรอบบาน 90° (06-005),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,8,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ฝาปิดรูเสาเกี่ยว ซ้าย+ขวา (06-006),,ยังไม่มี,,Pair,,,100×150 1 บาน,—,2,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ตัวเบรคบาน stopper (06-011),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,2,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ยางกันลมบานยก (06-013),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,2,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ล็อคกลางบานยก latch (06-019),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,1,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,ขอล็อคกลางบานยก keeper (06-020),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,1,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,สกรูหัวจม #7x8 (06-014),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,4,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,สกรูหัวจม #8x12 (06-015),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,32,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,สกรูหัวนูน #8x10 (06-016),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,8,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,สกรูหัวนูน #7x40 (06-017),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,8,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานยก,มีแต่ในใบตัด,สกรูหัวนูน #8x38 (06-018),,ยังไม่มี,,PCS,,,100×150 1 บาน,—,8,คิดราคาไม่มีรายการนี้,JR_บานยก_ฟูจิ
บานเฟี้ยม ยูโร,อลูมิเนียม,F7968 เฟรมบนบานเฟี้ยม,F7968,มี,3262,เส้น,1,3262,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,เฟรมล่าง/รางยู,F7969,มี,1797.3,เส้น,1,1797.3,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7970 เฟรมข้างบานเฟี้ยม,F7970,มี,1106.5,เส้น,1,1106.5,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7971 คิ้วตบเฟรมข้าง,F7971,มี,520,เส้น,1,520,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7973 ตบปิดเฟรม (ตั้ง),F7973,มี,239,เส้น,1,239,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7973 ตบปิดเฟรม (นอน),F7973,มี,239,เส้น,1,239,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7972 กรอบบานเฟี้ยม (ตั้ง),F7972,มี,1735,เส้น,2,3470,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7972 กรอบบานเฟี้ยม (ขวาง 45°),F7972,มี,1735,เส้น,1,1735,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7974 ชนกลางบานคู่,F7974,มี,966.2,เส้น,1,966.2,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,F7961 รับล็อคเฟรมข้างบานคู่,F7961,มี,613,เส้น,1,613,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,คิ้วกระจก (ตั้ง),F7935,มี,453.3,เส้น,2,906.6,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อลูมิเนียม,คิ้วกระจก (นอน),F7935,มี,453.3,เส้น,1,453.3,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,กระจก,กระจก เขียว 6มม.,,ยังไม่มี,264,ตร.ม.,5.04,1330.56,180×280 2 บาน,,,ใบตัดไม่มีรายการนี้,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-640 บานพับล้อบน,HD-640,มี,299,ตัว,1,299,180×280 2 บาน,HD-640,1,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-641 บานพับเฟี้ยม,HD-641,มี,72,ตัว,10,720,180×280 2 บาน,HD-641,10,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-642 บานพับมือจับ,HD-642,มี,109,ตัว,1,109,180×280 2 บาน,HD-642,1,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-643 บานพับไกด์ล่าง,HD-643,มี,199,ตัว,1,199,180×280 2 บาน,HD-643,1,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-474 มือจับกลอน,JR00213,มี,85,ตัว,1,85,180×280 2 บาน,JR00213,1,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-312 ตลับกลอนล็อค,HD-312,มี,88,ตัว,1,88,180×280 2 บาน,HD-312,1,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-1180 ก้านสไลด์,HD-1180,มี,73,ตัว,2,146,180×280 2 บาน,HD-1180,2,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-213 ฉากเข้ามุม,HD-213,มี,15,ตัว,8,120,180×280 2 บาน,HD-213,8,ตรง,JR_เฟี้ยมยูโร
บานเฟี้ยม ยูโร,อุปกรณ์/สิ้นเปลือง,HD-200 ฉากประคองมุม,HD-200,มี,1.5,ตัว,24,36,180×280 2 บาน,HD-200,24,ตรง,JR_เฟี้ยมยูโร
